country_code,country,year,nominal_house_price_index,real_house_price_index,rent_price_index,price_to_income_ratio,price_to_rent_ratio,nominal_price_yoy_growth_pct,real_price_yoy_growth_pct,rent_yoy_growth_pct,nominal_price_total_growth_pct,rent_total_growth_pct
PRT,Portugal,2023,205.76,169.551491338976,121.053225,147.450027853492,169.959510126626,8.197928169532531,3.2124836832152504,4.548358589157275,91.65871038353164,33.22829251112942
PRT,Portugal,2024,224.44,179.975718780963,129.5031,147.263891415701,173.251483310974,9.07853810264385,6.148118993035778,6.980297303107785,109.05851943273643,42.52802342026032
PRT,Portugal,2025,263.847499997919,206.377294364226,136.370575001098,166.744225769579,193.399279002615,17.558144714809742,14.669520845417306,5.302942555890944,145.7653168133749,50.086202628283516
ESP,Spain,2010,134.555163612092,141.910564879662,99.778837511058,134.732711407829,134.8552923008,,,,0.0,0.0
ESP,Spain,2011,124.270189324527,128.082757227371,100.814094959295,123.830920400387,123.276350374739,-7.643686062628907,-9.744029744379334,1.0375521243392694,-7.643686062628907,1.0375521243392694
ESP,Spain,2012,105.905235236912,106.990967610861,101.368494931575,111.267205988176,104.47627954534,-14.778245842738347,-16.467313846990418,0.5499230762363583,-21.292329187584834,1.5931809391353413
ESP,Spain,2013,96.2392594018517,96.2901261416492,101.17979494101,100.766365270109,95.1145968801356,-9.127004735353584,-10.001630705997588,-0.186152502996495,-28.47598202972048,1.404062689943375
ESP,Spain,2014,96.5392586518536,96.4673296100213,100.484269975787,100.644130911275,96.0733927910014,0.31172231775937753,0.18403077810016377,-0.6874148792538115,-28.253025703148893,0.7069960748448567
ESP,Spain,2015,100.0,100.0,100.0,100.0,100.0,3.584802075834004,3.6620381265448865,-0.4819361039331782,-25.68103867920729,0.22165270157361583
ESP,Spain,2016,104.622738443154,104.41964524351,99.9122350043881,102.072061369196,104.712373195074,4.622738443153995,4.419645243509995,-0.08776499561190532,-22.24546748367825,0.13369317247788892
ESP,Spain,2017,111.105222236944,109.233939247752,100.322344983883,105.329914436376,110.741535478981,6.19605631648823,4.610525148802136,0.4104702286730877,-17.427752860344803,0.5447121718217707
ESP,Spain,2018,118.580203549491,114.966255327424,101.590219920489,109.714170174686,116.714142604165,6.727839755907961,5.247742706294423,1.263801137034526,-11.87242438993652,1.8153973874773355
ESP,Spain,2019,124.71518821203,119.643245693051,103.155569842222,110.767785762284,120.895552030131,5.173700566282524,4.068141866765118,1.5408470647648276,-7.312967511547597,3.3842169496009378
ESP,Spain,2020,127.505181237047,122.256531782889,104.332444783377,116.652560518486,122.207924900406,2.2370916205279645,2.184232026388244,1.1408738693946097,-5.239473674432404,4.563700465857146
ESP,Spain,2021,132.195169512077,124.012172468693,104.95499475225,115.267263567303,125.94770546241,3.678272701962415,1.436030173767544,0.5966983426541894,-1.7539231023631419,5.187630333554805
ESP,Spain,2022,141.978395054013,124.929032095416,106.36459468177,119.054834536955,133.476041917997,7.4005923045790345,0.7393303483611335,1.3430517840979483,5.516868504074179,6.600354679399967
ESP,Spain,2023,147.693630765923,123.597886859251,108.550244572488,113.613776569465,136.050757774962,4.0254263402088375,-1.0655211313478574,2.0548659986503903,9.76437232220071,8.79084912214767
ESP,Spain,2024,160.253599365661,129.985559108605,110.930494453475,115.697144846761,144.437446247478,8.504069223976263,5.168107976334624,2.1927632594116453,19.098810527743694,11.1763748913001
SWE,Sweden,2010,73.965,77.2214327202852,90.2533609746639,85.0871770489294,81.9567150773688,,,,0.0,0.0
SWE,Sweden,2011,75.8724999999999,78.1298307936746,92.3447782655222,83.8058621591213,82.1785985225751,2.5789224633271157,1.1763548556264825,2.3172735821388457,2.5789224633271157,2.3172735821388457
SWE,Sweden,2012,76.825,78.7431950680878,94.7257055274294,81.5868857107317,81.1094980129602,1.25539556492813,0.7850577278645021,2.5783019967422938,3.8666937064828044,4.955321889919406
SWE,Sweden,2013,80.7849999999999,82.3362143700476,96.8633078136692,84.4559024205701,83.4042720142781,5.15457207940111,4.562958486575219,2.256623241112532,9.220577300074218,7.323768076471793
SWE,Sweden,2014,88.4024999999999,89.3363140804686,98.5355551464445,90.4839900650667,89.7166043290943,9.429349507953223,8.501847897645764,1.726399160342651,19.519367268302435,9.1766047073921
SWE,Sweden,2015,100.0,100.0,100.0,100.0,100.0,13.118972879726364,11.936563568009095,1.4862095731627445,35.19908064625159,10.7991978582074
SWE,Sweden,2016,108.2425,107.289787072262,100.880989911901,105.094832420196,107.304326941713,8.242499999999996,7.2897870722619995,0.8809899119009978,46.34286486851891,11.77532761380542
SWE,Sweden,2017,115.4275,112.468893625438,101.742389825761,109.287014883074,113.464678206499,6.637873293761687,4.827213003682962,0.8538773406290501,56.05691881295205,12.729751808713585
SWE,Sweden,2018,114.35,108.702429580007,102.824089717591,105.035371926839,111.221103218885,-0.9334863875592903,-3.3488940132857303,1.0631752347104007,54.600148718988706,13.928266612094342
SWE,Sweden,2019,117.1875,109.15834966467,104.649939535006,104.136879032341,111.988843891912,2.481416703104511,0.4194203261367102,1.7757023888368417,58.43642263232609,15.951293563885693
SWE,Sweden,2020,122.11,112.747417031734,106.569989343001,108.956241007726,114.58774323983,4.200533333333323,3.287945794425684,1.834735706992685,65.09159737713783,18.07869334962222
SWE,Sweden,2021,134.4625,121.478794992325,108.123189187681,113.138762427693,124.359167188464,10.115879125378768,7.744193339820327,1.4574458102655452,81.79206381396607,19.79962631866259
SWE,Sweden,2022,139.25,118.001271584737,110.058338994166,109.584626025104,126.556102936477,3.5604722506275,-2.862658793913553,1.7897638989596842,88.26471979990535,21.94375678160261
SWE,Sweden,2023,131.93,104.629549947558,113.766963623304,98.8441032800598,116.002231116638,-5.256732495511662,-11.331845375561677,3.369689805453624,78.36814709659974,26.052883122259416
SWE,Sweden,2024,132.017500000087,102.028341410685,119.156688084331,95.4945070927592,110.812998621857,0.066323050168271,-2.486112707334376,4.737512797540266,78.48644629228285,32.024654591844936
