STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,SCENARIO,Scenario,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2018,,0.396363981890517,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2019,,-0.253634457795785,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2020,,-0.511024005583788,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2021,,-0.373821169772257,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2022,,1.14258298496571,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2023,,2.43459870594911,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2024,,2.32108411234499,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2025,,2.46588041125541,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2026,,2.525,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2010,,3.11570833333334,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2011,,3.32014166666667,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2012,,2.535725,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2013,,2.20434166666667,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2014,,1.66691666666667,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2015,,0.840825,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2016,,0.467558333333334,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2017,,0.809316666666667,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2018,,0.783808333333334,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2019,,0.130283333333333,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2020,,-0.144575,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2021,,0.00794166666666625,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2022,,1.70080833333334,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2023,,2.99495833333333,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2024,,2.97551666666667,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2025,,3.2373920995671,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET4,"Accelerated energy transition, high climate damage curve, fast reduction in carbon mitigation costs",A,Annual,2026,,3.29651168831169,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2010,,3.11570833333334,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2011,,3.32014166666667,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2012,,2.535725,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2013,,2.20434166666667,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2014,,1.66691666666667,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2015,,0.840825,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2016,,0.467558333333334,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2017,,0.809316666666667,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2018,,0.783808333333334,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2019,,0.130283333333333,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2020,,-0.144575,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2021,,0.00794166666666625,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2022,,1.70080833333334,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2023,,2.99495833333333,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2024,,2.97551666666667,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2025,,3.2373920995671,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,FRA,France,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2026,,3.29651168831169,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2010,,2.74426737875651,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2011,,2.60918499146417,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2012,,1.49513021099502,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2013,,1.57140800604388,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2014,,1.16347229074002,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2015,,0.49519367547657,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2016,,0.0914991922328881,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2017,,0.316336113807796,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2018,,0.396363981890517,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2019,,-0.253634457795785,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2020,,-0.511024005583788,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2021,,-0.373821169772257,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2022,,1.14258298496571,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2023,,2.43459870594911,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2024,,2.32108411234499,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2025,,2.46588041125541,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,DEU,Germany,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2026,,2.525,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ITA,Italy,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2010,,4.03583333333334,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ITA,Italy,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2011,,5.42283333333333,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ITA,Italy,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2012,,5.49275,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ITA,Italy,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2013,,4.31641666666667,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ITA,Italy,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2014,,2.89316666666666,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ITA,Italy,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2015,,1.71391666666667,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ITA,Italy,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2016,,1.48633333333333,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ITA,Italy,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2017,,2.113,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ITA,Italy,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2018,,2.61033333333333,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ITA,Italy,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2019,,1.9515,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ITA,Italy,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2020,,1.16816666666667,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ITA,Italy,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2021,,0.810916666666668,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ITA,Italy,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2022,,3.15675,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ITA,Italy,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2023,,4.28325,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ITA,Italy,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2024,,3.70741666666667,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ITA,Italy,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2025,,3.63502543290043,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,ITA,Italy,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2026,,3.69414502164502,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,NLD,Netherlands,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2010,,2.99008333333333,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,NLD,Netherlands,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2011,,2.98858333333333,,,,PA,Percent per annum,0,Units,2,Two
DATAFLOW,OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),OECD Economic Outlook 117 long-term scenarios,I,NLD,Netherlands,IRL,Long-term interest rate on government bonds,ET3,"Accelerated energy transition, high climate damage curve, slow reduction in carbon mitigation costs",A,Annual,2012,,1.93225,,,,PA,Percent per annum,0,Units,2,Two
