STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TIME_HORIZ,Time horizon,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ESP,Spain,POP,Population,PS,Persons,_T,Total,Y60T64,From 60 to 64 years,H,Historical,2011,,2453413,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2010,,2716095,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2011,,2814100,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2012,,2903573,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2013,,2973504,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2014,,3033452,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2015,,3083598,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2016,,3108154,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2017,,3133537,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2018,,3182283,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2019,,3220533,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,POL,Poland,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2022,,3145923,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ESP,Spain,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2010,,4024785,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ESP,Spain,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2011,,4072274,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,FRA,France,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2010,,4462222,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,FRA,France,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2011,,4349284,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,FRA,France,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2012,,4225279,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,FRA,France,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2013,,4118724,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,FRA,France,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2014,,4068355,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,FRA,France,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2015,,4080027,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,FRA,France,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2016,,4145370,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,FRA,France,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2017,,4209765,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,FRA,France,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2018,,4242593,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,FRA,France,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2019,,4248565,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2010,,5105458,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2011,,4734074,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2012,,4630731,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2013,,4640560,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2014,,4713860,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2015,,4855179,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2016,,5004892,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2017,,5110623,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2018,,5200313,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2019,,5263313,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2020,,5290043,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,DEU,Germany,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2021,,5313035,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,PRT,Portugal,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2010,,820701.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,PRT,Portugal,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2011,,828750.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,PRT,Portugal,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2012,,827972,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,PRT,Portugal,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2013,,817826,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,PRT,Portugal,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2014,,797407,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,PRT,Portugal,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2015,,772650.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,PRT,Portugal,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2016,,745061,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,PRT,Portugal,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2017,,716955.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,PRT,Portugal,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2018,,694711.5,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,PRT,Portugal,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2019,,679227,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,PRT,Portugal,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2020,,662297,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,PRT,Portugal,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2021,,643102,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NLD,Netherlands,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2010,,1151257,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NLD,Netherlands,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2011,,1096675,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NLD,Netherlands,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2012,,1051298,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NLD,Netherlands,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2013,,1021249,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NLD,Netherlands,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2014,,1006844,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NLD,Netherlands,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2015,,1005706,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NLD,Netherlands,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2016,,1013801,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NLD,Netherlands,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2017,,1021771,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NLD,Netherlands,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2018,,1028325,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NLD,Netherlands,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2019,,1038561,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NLD,Netherlands,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2020,,1049956,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,NLD,Netherlands,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2021,,1063029,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2010,,4704413,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2011,,4645683,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2012,,4550376,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2013,,4436944,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2014,,4282026,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2015,,4104284,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2016,,3945955,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2017,,3815517,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2018,,3706493,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2019,,3613460,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2020,,3527721,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2021,,3448061,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2010,,634189,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2011,,629915,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2012,,621362,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2013,,612843,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2014,,606639,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2015,,606467,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2016,,612944,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2017,,622754,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2018,,634154,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2019,,645358,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2020,,654663,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2021,,667355,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2022,,685244,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2010,,1714015,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2011,,1760957,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2012,,1806479,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2013,,1850244,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2014,,1892547,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2015,,1930054,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2016,,1962044,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2017,,1991503,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2018,,2020931,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2019,,2050539,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2020,,2076732,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2021,,2103428,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SWE,Sweden,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2022,,2132948,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2010,,12204149,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2011,,12386858,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2012,,12630326,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2013,,12860262,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2014,,13080411,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2015,,13251468,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2016,,13391566,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2017,,13513547,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2018,,13629179,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ITA,Italy,POP,Population,PS,Persons,_T,Total,Y_GE65,65 years or over,H,Historical,2019,,13776150,,A,Normal value,0,Units,0,Zero
